,title,studio,domestic_gross(mils),foreign_gross(mils),year,world_wide_gross(mils)
428,Killer Elite,ORF,25.1,31.3,2011,56.4
429,Extremely Loud & Incredibly Close,WB,31.8,23.4,2011,55.2
430,The Tree of Life,FoxS,13.3,41.0,2011,54.3
431,Tyler Perry's Madea's Big Happy Family,LGF,53.3,0.816,2011,54.116
432,Detective Dee and the Mystery of the Phantom Flame,IM,0.46,51.3,2011,51.76
433,Winnie the Pooh,BV,26.7,23.2,2011,49.9
434,Conan the Barbarian (2011),LGF,21.3,27.5,2011,48.8
435,Soul Surfer,TriS,43.9,3.2,2011,47.1
436,War of the Arrows,CJ,0.251,45.8,2011,46.051
437,Arthur (2011),WB,33.0,12.7,2011,45.7
438,The Debt,Focus,31.2,14.5,2011,45.7
439,Beastly,CBS,27.9,15.3,2011,43.2
440,Of Gods and Men,SPC,4.0,38.2,2011,42.2
441,Born to Be Wild (IMAX),WB,25.9,15.6,2011,41.5
442,Evangelion 2.0: You Can (Not) Advance,Elev.,0.134,41.0,2011,41.134
443,Fright Night (2011),BV,18.3,22.7,2011,41.0
444,30 Minutes or Less,Sony,37.1,3.5,2011,40.6
445,The Roommate,SGem,37.3,3.2,2011,40.5
446,Shark Night 3D,Rela.,18.9,21.3,2011,40.2
447,Monte Carlo,Fox,23.2,16.5,2011,39.7
448,50/50,Sum.,35.0,4.2,2011,39.2
449,Mars Needs Moms,BV,21.4,17.6,2011,39.0
450,Dream House,Uni.,21.3,17.2,2011,38.5
451,Jumping the Broom,TriS,37.3,0.415,2011,37.715
452,Don't Be Afraid of the Dark,FD,24.0,12.9,2011,36.9
453,RA One,Eros,2.5,33.4,2011,35.9
454,A Very Harold & Kumar 3D Christmas,WB,35.1,0.326,2011,35.426
455,My Week with Marilyn,Wein.,14.6,20.5,2011,35.1
456,The Sitter,Fox,30.4,4.5,2011,34.9
457,Jane Eyre,Focus,11.2,23.5,2011,34.7
459,Shaolin,Vari.,0.0661,33.6,2011,33.6661
460,African Cats,BV,15.4,15.4,2011,30.8
461,The Skin I Live In,SPC,3.2,27.7,2011,30.9
462,I Don't Know How She Does It,Wein.,9.7,20.9,2011,30.6
463,What's Your Number?,Fox,14.0,16.399999,2011,30.399999
464,Drive Angry,Sum.,10.7,18.2,2011,28.9
465,Carnage (2011),SPC,2.5,25.1,2011,27.6
466,A Dangerous Method,SPC,5.7,21.8,2011,27.5
467,The Thing (2011),Uni.,16.9,10.5,2011,27.4
468,The Eagle,Focus,19.5,7.6,2011,27.1
469,Legend of the Fist: The Return of Chen Zhen,Vari.,0.0504,26.5,2011,26.5504
470,Apollo 18,W/Dim.,17.7,7.9,2011,25.6
471,Biutiful,RAtt.,5.1,20.0,2011,25.1
472,Your Highness,Uni.,21.6,3.3,2011,24.9
474,The Rum Diary,FD,13.1,10.8,2011,23.9
475,The Women on the 6th Floor,Strand,0.72,22.5,2011,23.22
476,Potiche,MBox,1.6,21.6,2011,23.2
477,Warrior,LGF,13.7,9.4,2011,23.1
478,Young Adult,Par.,16.3,6.6,2011,22.9
479,Sarah's Key,Wein.,7.7,13.4,2011,21.1
480,The Way Back,NM,2.7,17.6,2011,20.3
481,A Separation,SPC,7.1,12.8,2011,19.9
482,The Guard,SPC,5.4,14.2,2011,19.6
483,Margin Call,RAtt.,5.4,14.2,2011,19.6
484,Glee The 3D Concert Movie,Fox,11.9,6.8,2011,18.7
485,Shame,FoxS,3.9,13.8,2011,17.7
486,13 Assassins,Magn.,0.803,16.8,2011,17.603
487,Hoodwinked Too! Hood vs. Evil,Wein.,10.1,6.8,2011,16.9
488,The Heir Apparent: Largo Winch,MBox,0.0104,16.9,2011,16.9104
489,The Last Godfather,RAtt.,0.164,16.6,2011,16.764
490,Delhi Belly,UTV,1.5,15.2,2011,16.7
491,Melancholia,Magn.,3.0,12.9,2011,15.9
492,Judy Moody and the NOT Bummer Summer,Rela.,15.0,0.678,2011,15.678
493,The Conspirator,RAtt.,11.5,3.9,2011,15.4
494,Anonymous,Sony,4.5,10.9,2011,15.4
495,Ip Man 2: Legend of the Grandmaster,Vari.,0.206,14.9,2011,15.106
496,The Housemaid,IFC,0.158,14.6,2011,14.758
497,Desert Flower,NGE,0.0443,14.6,2011,14.6443
498,Pina,IFC,3.5,11.1,2011,14.6
499,Beginners,Focus,5.8,8.5,2011,14.3
500,My Afternoons with Margueritte,Cohen,0.667,13.6,2011,14.267
501,I Saw the Devil,Magn.,0.129,12.6,2011,12.729
502,The Hedgehog,NeoC,0.708,12.0,2011,12.708
503,Gainsbourg: A Heroic Life,MBox,0.233,12.0,2011,12.233
504,The Warring States,CL,0.069,11.8,2011,11.869
505,What Women Want (Wo Zhi Nu Run Xin),CL,0.124,11.7,2011,11.824
506,Snow Flower and the Secret Fan,FoxS,1.3,10.0,2011,11.3
507,Win Win,FoxS,10.2,0.652,2011,10.852
508,Flying Monsters,NGE,5.7,5.1,2011,10.8
509,City of Life and Death,Kino,0.123,10.6,2011,10.723
510,Le Havre,Jan.,0.612,9.9,2011,10.512
513,In a Better World,SPC,1.0,8.6,2011,9.6
514,Trespass (2011),MNE,0.0241,9.6,2011,9.6241
515,Saving Private Perez,LGF,1.4,7.9,2011,9.3
516,Point Blank,Magn.,0.708,8.5,2011,9.208
517,Winter in Wartime,SPC,0.543,8.7,2011,9.243
518,Barney's Version (U.S. only),SPC,4.4,4.0,2011,8.4
519,Outrage (2011),Magn.,0.0447,8.4,2011,8.4447
520,Senna,PDA,1.6,6.6,2011,8.2
521,Last Night,Trib.,0.099,7.6,2011,7.699
522,The Big Year,Fox,7.2,0.244,2011,7.444
523,The Beaver,Sum.,0.971,6.3,2011,7.271
526,The Princess of Montpensier,IFC,0.352,6.4,2011,6.752
527,Cave of Forgotten Dreams,IFC,5.3,1.2,2011,6.5
528,Sex and Zen 3D: Extreme Ecstasy,CL,0.153,6.2,2011,6.353
529,We Need to Talk About Kevin,Osci.,1.7,4.3,2011,6.0
530,Attack the Block,SGem,1.0,4.8,2011,5.8
531,Even the Rain,Vita.,0.518,5.3,2011,5.818
532,Young Goethe in Love,MBox,0.162,5.6,2011,5.762
533,11-11-11,Rocket,0.0328,5.7,2011,5.7328
534,Certified Copy,IFC,1.4,4.099999,2011,5.499999
535,Thank You (2011),UTV,0.464,5.0,2011,5.464
536,The Company Men,Wein.,4.4,0.441,2011,4.841
538,Tucker & Dale Vs. Evil,Magn.,0.224,4.5,2011,4.724
539,London Boulevard,IFC,0.0161,4.6,2011,4.6161
540,Dylan Dog: Dead of Night,OMNI/FSR,1.2,3.4,2011,4.6
541,The Names of Love,MBox,0.514,4.099999,2011,4.613999
543,Burke and Hare,IFC,0.0048,4.3,2011,4.3048
544,King of Devil's Island,FM,0.0076,4.2,2011,4.2076
545,Bride Flight,MBox,0.501,3.7,2011,4.201
546,Trollhunter,Magn.,0.253,3.9,2011,4.153
548,Carancho,Strand,0.0855,3.9,2011,3.9855
549,Like Crazy,ParV,3.4,0.336,2011,3.736
550,The Double,Imag.,0.138,3.6,2011,3.738
552,Love Crime,IFC,0.54,3.1,2011,3.64
553,Incendies (U.S. only),SPC,2.1,1.5,2011,3.6
554,Martha Marcy May Marlene,FoxS,3.0,0.548,2011,3.548
555,Fireflies in the Garden,Unknown,0.0706,3.3,2011,3.3706
557,Machine Gun Preacher,Rela.,0.539,2.8,2011,3.339
558,The Last Circus,Magn.,0.0405,3.2,2011,3.2405
559,From Prada to Nada,LGF,3.0,0.123,2011,3.123
560,Flypaper,IFC,0.005,3.1,2011,3.105
562,Take Shelter,SPC,1.7,1.4,2011,3.1
563,The Greatest Miracle,KKM,0.555,2.5,2011,3.055
564,Rapt,Lorb.,0.0458,2.9,2011,2.9458
565,Pastorela,LGF,0.161,2.7,2011,2.861
566,The Double Hour,Gold.,1.5,1.2,2011,2.7
568,3 (2011),Strand,0.06,2.6,2011,2.66
569,Oranges and Sunshine,Cohen,0.143,2.4,2011,2.543
570,Ong Bak 3,Magn.,0.0149,2.3,2011,2.3149
571,Poetry,Kino,0.356,1.9,2011,2.256
572,The Tree,Zeit.,0.0712,2.1,2011,2.1712
573,"The Butcher, the Chef and the Swordsman",CL,0.0479,2.0,2011,2.0479
575,Armadillo,Lorb.,0.0146,2.0,2011,2.0146
577,Brighton Rock,IFC,0.23,1.6,2011,1.83
578,A Somewhat Gentle Man,Strand,0.0377,1.8,2011,1.8377
579,The Topp Twins: Untouchable Girls,Argo.,0.0293,1.8,2011,1.8293
580,Another Earth,FoxS,1.3,0.456,2011,1.756
582,Chalet Girl,IFC,0.0017,1.7,2011,1.7017
583,Yamla Pagla Deewana,Eros,0.993,0.6,2011,1.593
587,Uncle Boonmee Who Can Recall His Past Lives,Strand,0.184,0.946,2011,1.13
590,London River,Libre,0.0072,1.1,2011,1.1072
592,When We Leave (Die Fremde),Olive,0.0196,1.1,2011,1.1196
594,Vanishing on 7th Street,Magn.,0.0227,1.0,2011,1.0227
596,The Time That Remains,IFC,0.0329,1.0,2011,1.0329
599,Texas Killing Fields,Anch.,0.0455,0.912,2011,0.9575
601,Miral,Wein.,0.373,0.527,2011,0.9
602,Submarine,Wein.,0.468,0.397,2011,0.865
604,Mozart's Sister,MBox,0.708,0.132,2011,0.84
605,Plastic Planet,FRun,0.0032,0.836,2011,0.8392
606,Chillar Party,UTV,0.0063,0.826,2011,0.8323
608,The First Grader,NGE,0.332,0.382,2011,0.714
611,Dhobi Ghat (Mumbai Diaries),UTV,0.577,0.102,2011,0.679
614,No One Killed Jessica,UTV,0.441,0.193,2011,0.634
615,Korkoro,Lorb.,0.0082,0.619,2011,0.6272
616,Blackthorn,Magn.,0.201,0.423,2011,0.624
617,How I Ended This Summer,FM,0.0087,0.614,2011,0.6227
618,The Ledge,IFC,0.0092,0.602,2011,0.6112
619,Heartbeats,IFC,0.0687,0.52,2011,0.5887
623,Kaboom,IFC,0.119,0.421,2011,0.54
626,Protektor,FM,0.003,0.469,2011,0.472
628,The Other Woman,IFC,0.0254,0.427,2011,0.4524
630,Rage (Rabia),Strand,0.0056,0.403,2011,0.4086
631,The Human Resources Manager,FM,0.064,0.329,2011,0.393
633,7 Khoon Maaf,UTV,0.27,0.0947,2011,0.3647
634,Another Happy Day,P4,0.0085,0.347,2011,0.3555
636,The Mill and the Cross,KC,0.312,0.0303,2011,0.3423
641,Special Treatment,FRun,0.0089,0.286,2011,0.2949
642,Illegal (2011),FM,0.0007,0.289,2011,0.2897
646,Black Death,Magn.,0.0226,0.243,2011,0.2656
647,Le Quattro Volte,Lorb.,0.153,0.103,2011,0.256
649,Caterpillar,Lorb.,0.0042,0.248,2011,0.2522
650,Little Girl (La Pivellina),FRun,0.0014,0.236,2011,0.2374
652,"If I Want to Whistle, I Whistle",FM,0.0121,0.22,2011,0.2321
655,The Robber,Kino,0.0835,0.125,2011,0.2085
656,Henry's Crime,MPFT,0.103,0.102,2011,0.205
658,Film Socialisme,Lorb.,0.033,0.159,2011,0.192
660,Leap Year (2011),Strand,0.013,0.175,2011,0.188
661,A Screaming Man,FM,0.0099,0.175,2011,0.1849
663,Nostalgia for the Light,Icar.,0.164,0.0137,2011,0.1777
664,Anchor Baby,AGF,0.0158,0.161,2011,0.1768
667,Road to Nowhere,Mont.,0.0403,0.121,2011,0.1613
677,Octubre,NYer,0.0321,0.0967,2011,0.1288
678,The Arbor,Strand,0.0216,0.105,2011,0.1266
679,Mysteries of Lisbon,MBox,0.111,0.0149,2011,0.1259
680,Vidal Sassoon: The Movie,P4,0.086,0.0386,2011,0.1246
690,"Tuesday, After Christmas",Lorb.,0.0278,0.0362,2011,0.064
705,Brotherhood (2011),P4,0.0197,0.0127,2011,0.0324
711,I'm Glad My Mother is Alive,Strand,0.0087,0.0132,2011,0.0219
715,Aurora,CGld,0.0057,0.0051,2011,0.0108
721,To Die Like a Man,Strand,0.004,0.0009,2011,0.0049
727,Marvel's The Avengers,BV,623.4,895.5,2012,1518.9
728,Skyfall,Sony,304.4,804.2,2012,1108.6
729,The Dark Knight Rises,WB,448.1,636.8,2012,1084.9
730,The Hobbit: An Unexpected Journey,WB (NL),303.0,718.1,2012,1021.1
731,Ice Age: Continental Drift,Fox,161.3,715.9,2012,877.2
732,The Twilight Saga: Breaking Dawn Part 2,LG/S,292.3,537.4,2012,829.7
733,The Amazing Spider-Man,Sony,262.0,495.9,2012,757.9
734,Madagascar 3: Europe's Most Wanted,P/DW,216.4,530.5,2012,746.9
735,The Hunger Games,LGF,408.0,286.4,2012,694.4
736,MIB 3,Sony,179.0,445.0,2012,624.0
737,Life of Pi,Fox,125.0,484.0,2012,609.0
738,Ted,Uni.,218.8,330.6,2012,549.4
739,Brave,BV,237.3,303.2,2012,540.5
740,Wreck-It Ralph,BV,189.4,281.8,2012,471.2
741,Les Miserables (2012),Uni.,148.8,293.0,2012,441.8
742,The Intouchables (U.S.-only),Wein.,10.2,416.4,2012,426.6
743,Django Unchained,Wein.,162.8,262.6,2012,425.4
744,Prometheus,Fox,126.5,276.9,2012,403.4
745,Snow White and the Huntsman,Uni.,155.3,241.3,2012,396.6
746,Taken 2,Fox,139.9,236.3,2012,376.2
747,Hotel Transylvania,Sony,148.3,210.1,2012,358.4
748,Dr. Seuss' The Lorax,Uni.,214.0,134.8,2012,348.8
749,Titanic 3D,Par.,57.9,285.7,2012,343.6
750,Journey 2: The Mysterious Island,WB (NL),103.9,231.4,2012,335.3
751,The Expendables 2,LGF,85.0,229.9,2012,314.9
752,Rise of the Guardians,P/DW,103.4,203.5,2012,306.9
753,Wrath of the Titans,WB,83.7,221.6,2012,305.3
754,Battleship,Uni.,65.4,237.6,2012,303.0
755,John Carter,BV,73.1,211.1,2012,284.2
756,The Bourne Legacy,Uni.,113.2,162.9,2012,276.1
757,Lincoln,BV,182.2,93.1,2012,275.3
758,Dark Shadows,WB,79.7,165.8,2012,245.5
759,Resident Evil: Retribution,SGem,42.3,197.7,2012,240.0
760,Silver Linings Playbook,Wein.,132.1,104.3,2012,236.4
761,American Reunion,Uni.,57.0,178.0,2012,235.0
762,Argo,WB,136.0,96.3,2012,232.3
763,Jack Reacher,Par.,80.1,138.3,2012,218.4
764,Safe House,Uni.,126.4,81.7,2012,208.1
765,21 Jump Street,Sony,138.4,63.1,2012,201.5
766,Total Recall (2012),Sony,58.9,139.6,2012,198.5
767,The Vow,SGem,125.0,71.1,2012,196.1
768,Mirror Mirror,Rela.,64.9,118.1,2012,183.0
769,The Impossible,LG/S,19.0,161.3,2012,180.3
770,The Dictator,Par.,59.7,119.7,2012,179.4
771,Looper,TriS,66.5,110.0,2012,176.5
772,Magic Mike,WB,113.7,53.5,2012,167.2
773,Flight,Par.,93.8,68.0,2012,161.8
774,Underworld Awakening,SGem,62.3,97.8,2012,160.1
775,This Means War,Fox,54.8,101.7,2012,156.5
776,The Secret World of Arrietty,BV,19.2,126.4,2012,145.6
777,Paranormal Activity 4,Par.,53.9,88.9,2012,142.8
778,Step Up Revolution,LG/S,35.1,105.4,2012,140.5
779,The Best Exotic Marigold Hotel,FoxS,46.4,90.4,2012,136.8
780,Zero Dark Thirty,Sony,95.7,37.1,2012,132.8
781,Ghost Rider: Spirit of Vengeance,Sony,51.8,80.8,2012,132.6
782,Cloud Atlas,WB,27.1,103.4,2012,130.5
783,The Woman in Black,CBS,54.3,73.4,2012,127.7
784,Chronicle (2012),Fox,64.599999,62.1,2012,126.699999
785,The Pirates! Band of Misfits,Sony,31.1,92.0,2012,123.1
786,Parental Guidance,Fox,77.3,42.5,2012,119.8
787,Abraham Lincoln: Vampire Hunter,Fox,37.5,79.0,2012,116.5
788,Pitch Perfect,Uni.,65.0,50.3,2012,115.3
789,Hope Springs,Sony,63.5,50.7,2012,114.2
790,ParaNorman,Focus,56.0,51.1,2012,107.1
791,The Campaign,WB,86.9,18.0,2012,104.9
792,Let the Bullets Fly,Vari.,0.063,104.3,2012,104.363
793,Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43.5,59.3,2012,102.8
794,Project X,WB,54.7,48.0,2012,102.7
795,The Devil Inside,Par.,53.3,48.5,2012,101.8
796,The Lucky One,WB,60.5,38.9,2012,99.4
797,Contraband,Uni.,66.5,29.7,2012,96.2
798,Think Like a Man,SGem,91.5,4.5,2012,96.0
799,This Is 40,Uni.,67.5,20.5,2012,88.0
800,The Inbetweeners Movie,WHE,0.036,88.0,2012,88.036
801,The Possession,LGF,49.1,36.3,2012,85.4
802,What to Expect When You're Expecting,LGF,41.2,43.2,2012,84.4
803,The Thieves,WGUSA,0.686,82.8,2012,83.486
804,Savages (2012),Uni.,47.4,35.6,2012,83.0
805,Frankenweenie,BV,35.3,46.2,2012,81.5
806,Act of Valor,Rela.,70.0,11.3,2012,81.3
807,Masquerade (2012),CJ,0.923,79.8,2012,80.723
808,Sinister,LG/S,48.1,29.6,2012,77.7
809,The Grey,ORF,51.6,25.7,2012,77.3
810,Diary of a Wimpy Kid: Dog Days,Fox,49.0,28.1,2012,77.1
811,To Rome with Love,SPC,16.7,56.6,2012,73.3
812,Here Comes the Boom,Sony,45.3,27.8,2012,73.1
813,Finding Nemo (3D),BV,41.1,28.2,2012,69.3
814,Anna Karenina,Focus,12.8,56.1,2012,68.9
815,The Watch,Fox,35.4,32.9,2012,68.3
816,Moonrise Kingdom,Focus,45.5,22.8,2012,68.3
817,Tyler Perry's Madea's Witness Protection,LGF,65.7,1.2,2012,66.9
818,The Cabin in the Woods,LGF,42.1,24.4,2012,66.5
819,Beauty and the Beast (3D),BV,47.6,14.4,2012,62.0
820,Rock of Ages,WB (NL),38.5,20.9,2012,59.4
821,That's My Boy,Sony,36.9,20.8,2012,57.7
822,The Odd Life of Timothy Green,BV,51.9,4.2,2012,56.1
823,The Three Stooges,Fox,44.3,10.5,2012,54.8
824,The Five-Year Engagement,Uni.,28.8,25.1,2012,53.9
825,Lawless,Wein.,37.4,16.3,2012,53.7
826,Silent Hill: Revelation 3D,ORF,17.5,34.8,2012,52.3
827,Red Tails,Fox,49.9,0.489,2012,50.389
828,"Monsters, Inc. (3D)",BV,34.0,16.2,2012,50.2
829,Trouble with the Curve,WB,35.8,13.2,2012,49.0
830,Little White Lies,MPI,0.206,48.3,2012,48.506
831,End of Watch,ORF,41.0,7.1,2012,48.1
832,Man on a Ledge,LG/S,18.6,27.6,2012,46.2
834,House at the End of The Street,Rela.,31.6,12.7,2012,44.3
835,The Guilt Trip,Par.,37.1,4.7,2012,41.8
836,A Werewolf Boy,CJ,0.343,41.3,2012,41.643
837,Safe (2012),LGF,17.1,23.2,2012,40.3
838,Killing Them Softly,Wein.,15.0,22.9,2012,37.9
839,Chernobyl Diaries,WB,18.1,19.0,2012,37.1
840,One For the Money,LGF,26.4,10.5,2012,36.9
841,Dredd,LGF,13.4,22.2,2012,35.6
842,Tyler Perry's Good Deeds,LGF,35.0,0.553,2012,35.553
843,Arbitrage,RAtt.,7.9,27.6,2012,35.5
844,Chimpanzee,BV,29.0,5.9,2012,34.9
845,Alex Cross,LG/S,25.9,8.7,2012,34.6
846,Salmon Fishing in the Yemen,CBS,9.0,25.5,2012,34.5
847,Fetih 1453: The Conquest of Constantinople,NeoC,0.0357,34.4,2012,34.4357
848,Cirque Du Soleil: Worlds Away,Par.,12.5,21.6,2012,34.1
849,The Perks of Being a Wallflower,LG/S,17.7,15.6,2012,33.3
850,Haywire,Rela.,18.9,14.4,2012,33.3
851,Katy Perry: Part of Me,Par.,25.3,7.4,2012,32.7
852,Lockout,FD,14.3,17.9,2012,32.2
853,Joyful Noise,WB,30.9,0.226,2012,31.126
854,Premium Rush,Sony,20.3,10.8,2012,31.1
855,The Raven,Rela.,16.0,13.6,2012,29.6
856,Rowdy Rathore,UTV,0.777,28.6,2012,29.377
857,Dragon (2012),RTWC,0.0111,29.1,2012,29.1111
858,Bol Bachchan,FIP,1.2,27.6,2012,28.8
859,The Master,Wein.,16.399999,11.9,2012,28.299999
860,Rust and Bone,SPC,2.1,23.7,2012,25.8
861,Big Miracle,Uni.,20.2,4.6,2012,24.8
862,Sparkle (2012),TriS,24.4,0.24,2012,24.64
863,To the Arctic (IMAX),WB,14.6,9.1,2012,23.7
864,Hitchcock,FoxS,6.0,17.6,2012,23.6
865,A Thousand Words,P/DW,18.5,3.6,2012,22.1
866,Wanderlust,Uni.,17.5,4.2,2012,21.7
867,Beasts of the Southern Wild,FoxS,12.8,8.3,2012,21.1
868,Polisse,IFC,0.211,20.2,2012,20.411
869,Amour,SPC,6.7,13.1,2012,19.8
870,The Man with the Iron Fists,Uni.,15.6,4.099999,2012,19.699999
872,Seven Psychopaths,CBS,15.0,4.4,2012,19.4
873,Gone,LG/S,11.7,6.4,2012,18.1
874,Norwegian Wood,RF,0.013,17.6,2012,17.613
875,The Cold Light of Day,LG/S,3.8,13.1,2012,16.9
876,My Way (2012),CJ,0.0702,16.5,2012,16.5702
877,Tomorrow When the War Began,Free,0.0049,16.5,2012,16.5049
878,We Have a Pope,IFC,0.548,15.6,2012,16.148
879,Headhunters,Magn.,1.2,14.5,2012,15.7
880,Hit and Run,ORF,13.7,0.704,2012,14.404
881,War of the Buttons (2012),Wein.,0.0478,13.8,2012,13.8478
882,Red Lights (2012),MNE,0.0526,13.5,2012,13.5526
883,The Words,CBS,11.5,1.7,2012,13.2
885,Silent House,ORF,12.8,0.347,2012,13.147
886,Friends with Kids,RAtt.,7.3,5.8,2012,13.1
887,The Well-Digger's Daughter,KL,0.386,12.2,2012,12.586
888,Klown,Drft.,0.0688,12.4,2012,12.4688
890,Seeking Justice,Anch.,0.412,11.9,2012,12.312
891,Bachelorette,RTWC,0.448,11.5,2012,11.948
892,This Must Be the Place,Wein.,0.144,11.6,2012,11.744
893,Fun Size,Par.,9.4,2.0,2012,11.4
894,Rec 3: Genesis,Magn.,0.0096,10.1,2012,10.1096
895,Delicacy,Cohen,0.499,9.2,2012,9.699
896,Seeking a Friend for the End of the World,Focus,7.1,2.6,2012,9.7
897,The Apparition,WB,4.9,4.7,2012,9.6
898,For Greater Glory,ArcEnt,5.7,4.0,2012,9.7
899,Hysteria,SPC,1.8,7.7,2012,9.5
901,The Sessions,FoxS,6.0,3.1,2012,9.1
902,Ruby Sparks,FoxS,2.5,6.6,2012,9.1
903,Hyde Park on Hudson,Focus,6.4,2.5,2012,8.9
904,On the Road,IFC,0.744,8.0,2012,8.744
905,Boy (2012),PalUni,0.256,8.4,2012,8.656
906,Piranha 3DD,W/Dim.,0.377,8.1,2012,8.477
907,Easy Money (2012),Wein.,0.206,8.199999,2012,8.405999
908,Space Dogs 3D,EpicPics,0.0144,8.3,2012,8.3144
909,Bel Ami,Magn.,0.12,8.199999,2012,8.319999
910,Promised Land (2012),Focus,7.6,0.541,2012,8.141
911,Iron Sky,EOne,0.122,8.0,2012,8.122
912,Casa De Mi Padre,LGF,5.9,2.1,2012,8.0
913,Heroine,UTV,0.599,7.4,2012,7.999
914,A Royal Affair,Magn.,1.5,6.0,2012,7.5
915,All Together,KL,0.0432,7.2,2012,7.2432
916,My Worst Nightmare,Strand,0.022,7.1,2012,7.122
918,Monsieur Lazhar (U.S.-only),MBox,2.0,4.6,2012,6.6
919,Goon,Magn.,4.2,2.3,2012,6.5
920,Cosmopolis,EOne,0.764,5.3,2012,6.064
921,Chasing Mavericks,Fox,6.0,0.0006,2012,6.0006
922,Declaration of War,IFC,0.0591,5.8,2012,5.8591
923,Puella Magi Madoka Magica the Movie,Elev.,0.18,5.6,2012,5.78
924,Albert Nobbs,RAtt.,3.0,2.6,2012,5.6
925,In Darkness,SPC,1.0,4.5,2012,5.5
927,Farewell My Queen,Cohen,1.6,3.7,2012,5.3
929,Girl in Progress,LGF,2.6,2.0,2012,4.6
930,"Jeff, Who Lives at Home",ParV,4.3,0.148,2012,4.448
931,Barbara,AF,1.0,3.1,2012,4.1
935,Nitro Circus the Movie 3D,ArcEnt,3.4,0.526,2012,3.926
937,The Lady,Cohen,0.355,3.4,2012,3.755
938,Branded,RAtt.,0.354,3.4,2012,3.754
939,The Rabbi's Cat,GK,0.0234,3.7,2012,3.7234
941,Killer Joe,LD,2.0,1.7,2012,3.7
942,Hara-Kiri: Death of a Samurai,Trib.,0.0757,3.4,2012,3.4757
947,Intruders,MNE,0.0691,2.9,2012,2.9691
950,A Simple Life,CL,0.192,2.6,2012,2.792
952,Simon and the Oaks,TFA,0.151,2.4,2012,2.551
955,Kid With a Bike,IFC,1.5,1.0,2012,2.5
958,Chico & Rita,GK,0.351,1.9,2012,2.251
959,Stolen (2012),MNE,0.304,1.8,2012,2.104
961,The Imposter,IM,0.898,1.1,2012,1.998
963,The Day I Saw Your Heart,FM,0.0035,2.0,2012,2.0035
967,Tales of the Night,GK,0.011,1.7,2012,1.711
968,Beloved (2012),IFC,0.138,1.5,2012,1.638
